Order ID,Customer ID,Product ID,Order Date,Ship Date,Ship Mode,Price,Quantity,Discount,Sales,Profit Ratio,Profit,Year,Quarter,Month
CA-2012-133025,C0691,P0758,2014-09-17,2014-09-19,Second Class,6.4,5,0.0,32,0.48,16,2014,3,9
CA-2012-143077,C0473,P1485,2014-09-17,2014-09-21,Standard Class,27.5,2,0.6,22,-0.48,-10,2014,3,9
CA-2012-143077,C0473,P1268,2014-09-17,2014-09-21,Standard Class,11.67,3,0.8,7,-1.55,-10,2014,3,9
US-2012-138919,C0472,P0774,2014-09-17,2014-09-21,Standard Class,286.67,2,0.4,344,-0.3,-103,2014,3,9
CA-2012-141145,C0675,P0391,2014-09-17,2014-09-23,Standard Class,36.25,3,0.2,87,0.13,11,2014,3,9
US-2012-138716,C0569,P0346,2014-09-17,2014-09-20,First Class,10.42,3,0.2,25,0.31,8,2014,3,9
US-2012-126977,C0185,P1143,2014-09-17,2014-09-23,Standard Class,3.0,5,0.0,15,0.07,1,2014,3,9
US-2012-126977,C0185,P0635,2014-09-17,2014-09-23,Standard Class,12.57,7,0.0,88,0.47,41,2014,3,9
US-2012-126977,C0185,P1079,2014-09-17,2014-09-23,Standard Class,111.11,2,0.1,200,0.04,9,2014,3,9
US-2012-126977,C0185,P0618,2014-09-17,2014-09-23,Standard Class,23.75,4,0.0,95,0.29,27,2014,3,9
US-2012-126977,C0185,P1484,2014-09-17,2014-09-23,Standard Class,881.04,6,0.2,4229,0.04,159,2014,3,9
US-2012-126977,C0185,P0854,2014-09-17,2014-09-23,Standard Class,501.0,5,0.2,2004,-0.01,-25,2014,3,9
US-2012-126977,C0185,P1096,2014-09-17,2014-09-23,Standard Class,70.0,3,0.0,210,0.28,59,2014,3,9
US-2012-126977,C0185,P1147,2014-09-17,2014-09-23,Standard Class,330.0,2,0.0,660,0.33,218,2014,3,9
US-2012-126977,C0185,P0268,2014-09-17,2014-09-23,Standard Class,55.5,2,0.0,111,0.48,53,2014,3,9
US-2012-126977,C0185,P1148,2014-09-17,2014-09-23,Standard Class,17.0,4,0.0,68,0.02,1,2014,3,9
CA-2012-149713,C0121,P0723,2014-09-18,2014-09-22,Second Class,11.5,14,0.0,161,0.49,79,2014,3,9
CA-2012-149713,C0121,P1486,2014-09-18,2014-09-22,Second Class,5.0,4,0.0,20,0.49,10,2014,3,9
CA-2012-149713,C0121,P0818,2014-09-18,2014-09-22,Second Class,3.5,2,0.0,7,0.3,2,2014,3,9
CA-2012-109575,C0485,P1020,2014-09-18,2014-09-23,Standard Class,21.0,2,0.0,42,0.19,8,2014,3,9
CA-2012-109575,C0485,P0510,2014-09-18,2014-09-23,Standard Class,91.0,7,0.0,637,0.0,0,2014,3,9
CA-2012-109575,C0485,P0206,2014-09-18,2014-09-23,Standard Class,500.0,1,0.0,500,0.26,130,2014,3,9
CA-2012-109575,C0485,P0571,2014-09-18,2014-09-23,Standard Class,180.0,7,0.0,1260,0.26,328,2014,3,9
CA-2012-109575,C0485,P1000,2014-09-18,2014-09-23,Standard Class,16.25,4,0.0,65,0.49,32,2014,3,9
CA-2012-167745,C0170,P1452,2014-09-18,2014-09-23,Standard Class,6.0,2,0.0,12,0.47,5,2014,3,9
CA-2012-167745,C0170,P1487,2014-09-18,2014-09-23,Standard Class,8.5,2,0.0,17,0.3,5,2014,3,9
CA-2012-167745,C0170,P0558,2014-09-18,2014-09-23,Standard Class,12.0,2,0.0,24,0.42,10,2014,3,9
CA-2012-142202,C0692,P1190,2014-09-18,2014-09-23,Second Class,99.58,9,0.2,717,0.21,152,2014,3,9
CA-2012-150511,C0693,P1033,2014-09-18,2014-09-24,Standard Class,9.5,2,0.0,19,0.47,9,2014,3,9
CA-2012-101154,C0694,P1021,2014-09-18,2014-09-21,First Class,111.0,4,0.0,444,0.02,9,2014,3,9
CA-2012-115847,C0493,P0033,2014-09-19,2014-09-24,Second Class,31.0,2,0.0,62,0.07,4,2014,3,9
CA-2012-147102,C0063,P1488,2014-09-19,2014-09-26,Standard Class,16.5,4,0.0,66,0.35,23,2014,3,9
CA-2012-132815,C0603,P0723,2014-09-19,2014-09-22,Second Class,11.5,2,0.0,23,0.49,11,2014,3,9
CA-2012-135489,C0061,P1289,2014-09-19,2014-09-22,Second Class,20.0,14,0.0,280,0.48,134,2014,3,9
CA-2012-137603,C0168,P1489,2014-09-19,2014-09-24,Standard Class,1.6,5,0.0,8,0.26,2,2014,3,9
CA-2012-149517,C0659,P0815,2014-09-19,2014-09-23,Standard Class,20.33,3,0.0,61,0.32,19,2014,3,9
CA-2012-153738,C0200,P0899,2014-09-20,2014-09-22,First Class,6.33,6,0.0,38,0.45,17,2014,3,9
CA-2012-156013,C0499,P0573,2014-09-20,2014-09-26,Standard Class,12.2,5,0.0,61,0.47,29,2014,3,9
CA-2012-156013,C0499,P1490,2014-09-20,2014-09-26,Standard Class,15.0,2,0.2,24,0.36,9,2014,3,9
CA-2012-141565,C0498,P1392,2014-09-20,2014-09-24,Standard Class,761.11,6,0.7,1370,-0.67,-913,2014,3,9
CA-2012-141565,C0498,P0555,2014-09-20,2014-09-24,Standard Class,91.88,4,0.2,294,-0.2,-59,2014,3,9
CA-2012-151470,C0482,P0812,2014-09-20,2014-09-26,Standard Class,5.23,11,0.2,46,0.36,17,2014,3,9
CA-2012-126970,C0634,P0702,2014-09-20,2014-09-24,Standard Class,5.0,3,0.8,3,-1.6,-4,2014,3,9
CA-2012-126697,C0643,P1348,2014-09-21,2014-09-24,First Class,168.93,7,0.2,946,0.13,118,2014,3,9
CA-2012-126697,C0643,P0129,2014-09-21,2014-09-24,First Class,62.92,3,0.2,151,0.21,32,2014,3,9
CA-2012-126697,C0643,P0896,2014-09-21,2014-09-24,First Class,3.12,4,0.6,5,-0.3,-1,2014,3,9
CA-2012-102036,C0331,P0054,2014-09-21,2014-09-27,Standard Class,33.33,6,0.0,200,0.24,48,2014,3,9
CA-2012-149972,C0034,P0613,2014-09-21,2014-09-23,First Class,188.12,4,0.2,602,0.0,0,2014,3,9
CA-2012-149972,C0034,P0962,2014-09-21,2014-09-23,First Class,4.0,2,0.0,8,0.32,3,2014,3,9
CA-2012-168480,C0442,P0684,2014-09-21,2014-09-27,Standard Class,48.5,4,0.0,194,0.16,31,2014,3,9
CA-2012-168480,C0442,P0152,2014-09-21,2014-09-27,Standard Class,26.0,1,0.0,26,0.29,8,2014,3,9
CA-2012-127593,C0348,P0810,2014-09-21,2014-09-21,Same Day,42.5,2,0.0,85,0.17,15,2014,3,9
CA-2012-117800,C0129,P0174,2014-09-21,2014-09-26,Standard Class,295.0,2,0.0,590,0.25,147,2014,3,9
CA-2012-117800,C0129,P1435,2014-09-21,2014-09-26,Standard Class,181.0,3,0.0,543,0.26,141,2014,3,9
CA-2012-158421,C0657,P1334,2014-09-21,2014-09-26,Standard Class,422.5,4,0.0,1690,0.25,423,2014,3,9
CA-2012-158421,C0657,P0513,2014-09-21,2014-09-26,Standard Class,12.29,7,0.0,86,0.28,24,2014,3,9
CA-2012-158421,C0657,P0839,2014-09-21,2014-09-26,Standard Class,61.0,2,0.0,122,0.47,57,2014,3,9
CA-2012-158421,C0657,P1491,2014-09-21,2014-09-26,Standard Class,6.0,4,0.0,24,0.49,12,2014,3,9
CA-2012-158421,C0657,P0556,2014-09-21,2014-09-26,Standard Class,32.0,2,0.0,64,0.1,6,2014,3,9
CA-2012-158421,C0657,P0505,2014-09-21,2014-09-26,Standard Class,126.0,5,0.0,630,0.28,176,2014,3,9
CA-2012-158421,C0657,P0451,2014-09-21,2014-09-26,Standard Class,38.0,3,0.0,114,0.29,33,2014,3,9
CA-2012-158421,C0657,P0773,2014-09-21,2014-09-26,Standard Class,7.5,2,0.0,15,0.47,7,2014,3,9
CA-2012-158421,C0657,P1021,2014-09-21,2014-09-26,Standard Class,111.0,8,0.0,888,0.02,18,2014,3,9
CA-2012-112571,C0393,P0890,2014-09-22,2014-09-22,Same Day,102.5,2,0.0,205,0.26,53,2014,3,9
CA-2012-134992,C0054,P1111,2014-09-22,2014-09-26,Second Class,6.4,5,0.0,32,0.48,16,2014,3,9
CA-2012-134992,C0054,P1181,2014-09-22,2014-09-26,Second Class,24.0,2,0.0,48,0.23,11,2014,3,9
CA-2012-102260,C0695,P1492,2014-09-22,2014-09-26,Standard Class,3.75,4,0.2,12,0.35,4,2014,3,9
CA-2012-102260,C0695,P1003,2014-09-22,2014-09-26,Standard Class,225.0,4,0.2,720,-0.09,-63,2014,3,9
CA-2012-102260,C0695,P0661,2014-09-22,2014-09-26,Standard Class,31.25,1,0.2,25,-0.19,-5,2014,3,9
CA-2012-102260,C0695,P1042,2014-09-22,2014-09-26,Standard Class,1.88,2,0.2,3,0.11,0,2014,3,9
CA-2012-102260,C0695,P0252,2014-09-22,2014-09-26,Standard Class,5.0,2,0.7,3,-0.8,-3,2014,3,9
US-2012-115343,C0252,P0931,2014-09-22,2014-09-25,First Class,14.0,5,0.2,56,0.11,6,2014,3,9
US-2012-115343,C0252,P1045,2014-09-22,2014-09-25,First Class,257.5,3,0.2,618,-0.01,-8,2014,3,9
CA-2012-168760,C0023,P0809,2014-09-22,2014-09-26,Second Class,20.33,3,0.0,61,0.27,17,2014,3,9
US-2012-161466,C0403,P0807,2014-09-24,2014-09-27,Second Class,4.38,2,0.2,7,0.09,1,2014,3,9
CA-2012-143119,C0388,P0124,2014-09-24,2014-09-30,Standard Class,86.33,6,0.0,518,0.3,155,2014,3,9
CA-2012-153381,C0355,P0344,2014-09-24,2014-09-28,Standard Class,3.75,4,0.0,15,0.45,7,2014,3,9
CA-2012-153381,C0355,P0434,2014-09-24,2014-09-28,Standard Class,140.8,10,0.0,1408,0.28,394,2014,3,9
US-2012-164308,C0529,P1493,2014-09-24,2014-09-27,First Class,137.0,6,0.0,822,0.26,214,2014,3,9
CA-2012-161830,C0298,P0756,2014-09-24,2014-09-26,Second Class,18.0,2,0.0,36,0.29,10,2014,3,9
CA-2012-161830,C0298,P0249,2014-09-24,2014-09-26,Second Class,6.25,3,0.2,15,0.36,5,2014,3,9
CA-2012-103835,C0679,P0021,2014-09-24,2014-09-28,Standard Class,5.0,3,0.0,15,0.31,5,2014,3,9
CA-2012-103835,C0679,P1194,2014-09-24,2014-09-28,Standard Class,289.5,4,0.0,1158,0.29,336,2014,3,9
CA-2012-147816,C0696,P1131,2014-09-24,2014-09-26,Second Class,21.88,2,0.2,35,0.38,13,2014,3,9
US-2012-106873,C0112,P0073,2014-09-24,2014-09-29,Second Class,9.38,2,0.2,15,0.16,2,2014,3,9
US-2012-106873,C0112,P1066,2014-09-24,2014-09-29,Second Class,14.38,2,0.2,23,0.06,1,2014,3,9
US-2012-106873,C0112,P0422,2014-09-24,2014-09-29,Second Class,2.86,7,0.2,16,0.11,2,2014,3,9
CA-2012-113131,C0338,P0950,2014-09-24,2014-09-24,Same Day,3.89,6,0.7,7,-0.67,-4,2014,3,9
CA-2012-113131,C0338,P1272,2014-09-24,2014-09-24,Same Day,21.25,2,0.2,34,0.05,2,2014,3,9
CA-2012-113131,C0338,P1494,2014-09-24,2014-09-24,Same Day,10.0,2,0.2,16,0.35,6,2014,3,9
CA-2012-113131,C0338,P0957,2014-09-24,2014-09-24,Same Day,30.0,1,0.2,24,0.33,8,2014,3,9
CA-2012-113131,C0338,P0345,2014-09-24,2014-09-24,Same Day,4.25,5,0.2,17,0.11,2,2014,3,9
CA-2012-105508,C0510,P1495,2014-09-24,2014-09-29,Standard Class,40.0,1,0.0,40,0.45,18,2014,3,9
CA-2012-106320,C0186,P1092,2014-09-25,2014-09-30,Standard Class,348.33,3,0.0,1045,0.23,240,2014,3,9
CA-2012-156335,C0002,P0633,2014-09-25,2014-09-28,Second Class,16.0,4,0.0,64,0.31,20,2014,3,9
CA-2012-156335,C0002,P0576,2014-09-25,2014-09-28,Second Class,4.67,3,0.0,14,0.49,7,2014,3,9
CA-2012-156335,C0002,P0433,2014-09-25,2014-09-28,Second Class,52.5,2,0.0,105,0.5,52,2014,3,9
CA-2012-100573,C0482,P0475,2014-09-25,2014-10-01,Standard Class,8.5,2,0.0,17,0.47,8,2014,3,9
CA-2012-159779,C0418,P0214,2014-09-25,2014-09-29,Standard Class,34.5,2,0.0,69,0.47,32,2014,3,9
CA-2012-103933,C0697,P0289,2014-09-25,2014-09-27,First Class,100.0,9,0.0,900,0.44,396,2014,3,9
CA-2012-156510,C0016,P0798,2014-09-25,2014-09-29,Standard Class,5.5,2,0.0,11,0.48,5,2014,3,9
CA-2012-156510,C0016,P1138,2014-09-25,2014-09-29,Standard Class,23.0,2,0.0,46,0.46,21,2014,3,9
CA-2012-156510,C0016,P0713,2014-09-25,2014-09-29,Standard Class,7.0,1,0.0,7,0.33,2,2014,3,9
CA-2012-139738,C0614,P0667,2014-09-25,2014-09-29,Standard Class,23.04,7,0.2,129,0.1,13,2014,3,9
CA-2012-149083,C0563,P0797,2014-09-25,2014-09-30,Standard Class,95.94,4,0.2,307,-0.04,-12,2014,3,9
CA-2012-149083,C0563,P0894,2014-09-25,2014-09-30,Standard Class,6.5,2,0.0,13,0.46,6,2014,3,9
CA-2012-149083,C0563,P0616,2014-09-25,2014-09-30,Standard Class,80.0,2,0.0,160,0.36,58,2014,3,9
CA-2012-120845,C0045,P0516,2014-09-25,2014-10-02,Standard Class,5.0,4,0.7,6,-0.73,-5,2014,3,9
CA-2012-120845,C0045,P0801,2014-09-25,2014-10-02,Standard Class,12.5,1,0.2,10,0.36,4,2014,3,9
CA-2012-120845,C0045,P0648,2014-09-25,2014-10-02,Standard Class,6.67,1,0.7,2,-0.73,-2,2014,3,9
CA-2012-120845,C0045,P0602,2014-09-25,2014-10-02,Standard Class,5.0,2,0.7,3,-0.7,-2,2014,3,9
CA-2012-151869,C0247,P1496,2014-09-25,2014-09-25,Same Day,114.44,1,0.1,103,0.07,7,2014,3,9
CA-2012-151869,C0247,P0031,2014-09-25,2014-09-25,Same Day,6.67,3,0.0,20,0.48,10,2014,3,9
CA-2012-160787,C0241,P0833,2014-09-25,2014-09-25,Same Day,5.0,2,0.7,3,-0.7,-2,2014,3,9
US-2012-161991,C0237,P1497,2014-09-26,2014-09-28,Second Class,2.0,5,0.8,2,-1.65,-3,2014,3,9
US-2012-161991,C0237,P0905,2014-09-26,2014-09-28,Second Class,198.93,7,0.2,1114,0.34,376,2014,3,9
CA-2012-130883,C0464,P0372,2014-09-26,2014-10-02,Standard Class,35.5,5,0.2,142,0.34,48,2014,3,9
CA-2012-130883,C0464,P1498,2014-09-26,2014-10-02,Standard Class,60.0,5,0.2,240,0.2,48,2014,3,9
CA-2012-130883,C0464,P0758,2014-09-26,2014-10-02,Standard Class,6.46,6,0.2,31,0.35,11,2014,3,9
CA-2012-124800,C0603,P1416,2014-09-26,2014-09-30,Standard Class,26.88,4,0.2,86,0.36,31,2014,3,9
CA-2012-124800,C0603,P1499,2014-09-26,2014-09-30,Standard Class,121.67,2,0.7,73,-0.67,-48,2014,3,9
CA-2012-124800,C0603,P1312,2014-09-26,2014-09-30,Standard Class,38.12,2,0.2,61,0.24,14,2014,3,9
CA-2012-124800,C0603,P1173,2014-09-26,2014-09-30,Standard Class,28.52,9,0.7,77,-0.77,-59,2014,3,9
CA-2012-124800,C0603,P0356,2014-09-26,2014-09-30,Standard Class,25.0,6,0.2,120,-0.01,-1,2014,3,9
CA-2012-124800,C0603,P0988,2014-09-26,2014-09-30,Standard Class,66.0,5,0.2,264,0.09,23,2014,3,9
CA-2012-124800,C0603,P0003,2014-09-26,2014-09-30,Standard Class,113.75,4,0.2,364,-0.24,-86,2014,3,9
CA-2012-120341,C0583,P0146,2014-09-26,2014-09-29,Second Class,67.22,6,0.7,121,-0.83,-101,2014,3,9
CA-2012-120341,C0583,P1328,2014-09-26,2014-09-29,Second Class,76.67,1,0.4,46,-0.2,-9,2014,3,9
CA-2012-122371,C0698,P0930,2014-09-26,2014-10-01,Standard Class,21.33,3,0.0,64,0.29,19,2014,3,9
CA-2012-122371,C0698,P0324,2014-09-26,2014-10-01,Standard Class,62.0,2,0.0,124,0.47,58,2014,3,9
CA-2012-111458,C0414,P1395,2014-09-26,2014-09-30,Standard Class,25.0,2,0.0,50,0.24,12,2014,3,9
CA-2012-127173,C0345,P0694,2014-09-26,2014-10-03,Standard Class,11.33,3,0.0,34,0.47,16,2014,3,9
CA-2012-127173,C0345,P0319,2014-09-26,2014-10-03,Standard Class,90.0,7,0.0,630,0.47,296,2014,3,9
CA-2012-127173,C0345,P1268,2014-09-26,2014-10-03,Standard Class,10.97,9,0.2,79,0.36,29,2014,3,9
US-2012-100531,C0686,P0557,2014-09-27,2014-09-29,First Class,37.5,2,0.8,15,-1.5,-23,2014,3,9
US-2012-100531,C0686,P1116,2014-09-27,2014-09-29,First Class,20.0,3,0.6,24,-0.53,-13,2014,3,9
CA-2012-167255,C0512,P1035,2014-09-27,2014-09-29,Second Class,16.0,1,0.0,16,0.28,4,2014,3,9
CA-2012-167255,C0512,P0647,2014-09-27,2014-09-29,Second Class,49.0,3,0.0,147,0.5,73,2014,3,9
CA-2012-167255,C0512,P0292,2014-09-27,2014-09-29,Second Class,6.5,2,0.0,13,0.48,6,2014,3,9
CA-2012-103072,C0699,P0270,2014-09-27,2014-09-30,Second Class,3.2,5,0.0,16,0.29,5,2014,3,9
CA-2012-103072,C0699,P1500,2014-09-27,2014-09-30,Second Class,6.5,4,0.0,26,0.48,12,2014,3,9
CA-2012-125976,C0296,P0729,2014-09-27,2014-10-02,Standard Class,31.0,5,0.0,155,0.45,70,2014,3,9
CA-2012-125976,C0296,P1380,2014-09-27,2014-10-02,Standard Class,156.0,12,0.0,1872,0.3,562,2014,3,9
CA-2012-143616,C0532,P0610,2014-09-27,2014-09-29,Second Class,19.8,5,0.0,99,0.26,26,2014,3,9
CA-2012-169201,C0419,P0367,2014-09-28,2014-10-01,First Class,14.33,3,0.0,43,0.33,14,2014,3,9
CA-2012-169201,C0419,P1501,2014-09-28,2014-10-01,First Class,22.0,2,0.0,44,0.35,15,2014,3,9
CA-2012-106978,C0457,P0859,2014-09-28,2014-10-04,Standard Class,16.25,1,0.2,13,0.34,4,2014,3,9
CA-2012-106978,C0457,P0107,2014-09-28,2014-10-04,Standard Class,1.67,2,0.7,1,-0.73,-1,2014,3,9
CA-2012-106978,C0457,P0079,2014-09-28,2014-10-04,Standard Class,2.08,3,0.2,5,0.19,1,2014,3,9
CA-2012-120915,C0613,P0156,2014-09-28,2014-10-03,Second Class,49.0,6,0.0,294,0.26,76,2014,3,9
CA-2012-120915,C0613,P0856,2014-09-28,2014-10-03,Second Class,154.0,2,0.0,308,0.29,89,2014,3,9
CA-2012-129546,C0133,P0681,2014-09-28,2014-10-05,Standard Class,62.0,3,0.0,186,0.3,56,2014,3,9
CA-2012-129546,C0133,P0979,2014-09-28,2014-10-05,Standard Class,17.08,6,0.2,82,0.33,27,2014,3,9
CA-2012-129546,C0133,P1502,2014-09-28,2014-10-05,Standard Class,15.67,3,0.0,47,0.29,14,2014,3,9
CA-2012-129546,C0133,P1503,2014-09-28,2014-10-05,Standard Class,23.12,2,0.2,37,-0.23,-8,2014,3,9
CA-2012-166135,C0679,P0995,2014-10-01,2014-10-06,Standard Class,43.44,4,0.2,139,0.13,17,2014,4,10
CA-2012-115392,C0509,P1380,2014-10-01,2014-10-04,Second Class,156.0,2,0.0,312,0.3,94,2014,4,10
CA-2012-115392,C0509,P0264,2014-10-01,2014-10-04,Second Class,4.4,5,0.0,22,0.46,10,2014,4,10
CA-2012-148873,C0700,P0950,2014-10-01,2014-10-05,Standard Class,3.75,4,0.8,3,-1.5,-4,2014,4,10
CA-2012-148873,C0700,P1382,2014-10-01,2014-10-05,Standard Class,34.06,4,0.2,109,0.02,3,2014,4,10
CA-2012-156566,C0700,P0388,2014-10-01,2014-10-04,First Class,358.12,2,0.2,573,0.09,50,2014,4,10
CA-2012-104493,C0291,P0303,2014-10-02,2014-10-08,Standard Class,12.08,6,0.2,58,0.35,20,2014,4,10
US-2012-137008,C0360,P1176,2014-10-02,2014-10-08,Standard Class,19.0,5,0.0,95,0.48,46,2014,4,10
US-2012-137008,C0360,P0682,2014-10-02,2014-10-08,Standard Class,12.75,4,0.0,51,0.45,23,2014,4,10
US-2012-137008,C0360,P0994,2014-10-02,2014-10-08,Standard Class,90.0,1,0.0,90,0.36,32,2014,4,10
US-2012-119312,C0432,P0837,2014-10-02,2014-10-07,Second Class,19.29,14,0.0,270,0.28,76,2014,4,10
CA-2012-125696,C0071,P1059,2014-10-02,2014-10-06,Standard Class,4.67,5,0.7,7,-0.73,-5,2014,4,10
CA-2012-129917,C0701,P1059,2014-10-02,2014-10-03,First Class,5.0,3,0.2,12,0.35,4,2014,4,10
CA-2012-129917,C0701,P0362,2014-10-02,2014-10-03,First Class,16.88,4,0.2,54,0.36,19,2014,4,10
CA-2012-129917,C0701,P0505,2014-10-02,2014-10-03,First Class,126.0,5,0.2,504,0.1,50,2014,4,10
US-2012-145121,C0635,P0375,2014-10-02,2014-10-06,Standard Class,5.4,5,0.0,27,0.49,13,2014,4,10
CA-2012-140375,C0321,P1383,2014-10-02,2014-10-05,Second Class,6.33,3,0.0,19,0.48,9,2014,4,10
CA-2012-140375,C0321,P0117,2014-10-02,2014-10-05,Second Class,7.0,1,0.0,7,0.49,4,2014,4,10
CA-2012-128356,C0219,P0778,2014-10-02,2014-10-07,Standard Class,6.88,2,0.2,11,0.09,1,2014,4,10
US-2012-144771,C0075,P0569,2014-10-02,2014-10-04,First Class,13.75,1,0.2,11,0.28,3,2014,4,10
US-2012-144771,C0075,P0226,2014-10-02,2014-10-04,First Class,22.08,3,0.2,53,-0.09,-5,2014,4,10
US-2012-157014,C0241,P0584,2014-10-03,2014-10-06,Second Class,21.33,5,0.7,32,-0.7,-22,2014,4,10
US-2012-157014,C0241,P0624,2014-10-03,2014-10-06,Second Class,15.0,2,0.2,24,-0.11,-3,2014,4,10
US-2012-157014,C0241,P0070,2014-10-03,2014-10-06,Second Class,70.0,1,0.5,35,-0.44,-16,2014,4,10
US-2012-157014,C0241,P1504,2014-10-03,2014-10-06,Second Class,30.0,2,0.2,48,0.01,1,2014,4,10
CA-2012-125178,C0127,P0164,2014-10-03,2014-10-09,Standard Class,9.38,2,0.2,15,0.1,2,2014,4,10
CA-2012-126137,C0207,P0070,2014-10-03,2014-10-08,Standard Class,71.18,2,0.15,121,0.15,18,2014,4,10
CA-2012-168004,C0562,P0216,2014-10-04,2014-10-09,Second Class,131.0,3,0.0,393,0.11,43,2014,4,10
CA-2012-121391,C0117,P1370,2014-10-04,2014-10-07,First Class,13.5,2,0.0,27,0.26,7,2014,4,10
CA-2012-134859,C0489,P0644,2014-10-04,2014-10-09,Standard Class,27.08,3,0.2,65,0.1,6,2014,4,10
CA-2012-134859,C0489,P1505,2014-10-04,2014-10-09,Standard Class,6.56,4,0.2,21,0.35,7,2014,4,10
CA-2012-115091,C0702,P0620,2014-10-05,2014-10-09,Standard Class,11.5,4,0.0,46,0.28,13,2014,4,10
CA-2012-115091,C0702,P0367,2014-10-05,2014-10-09,Standard Class,14.5,2,0.0,29,0.33,10,2014,4,10
CA-2012-161214,C0473,P1035,2014-10-05,2014-10-08,Second Class,15.6,5,0.0,78,0.28,22,2014,4,10
CA-2012-145828,C0338,P0226,2014-10-05,2014-10-07,First Class,22.08,3,0.2,53,-0.09,-5,2014,4,10
CA-2012-133445,C0468,P1506,2014-10-05,2014-10-09,Standard Class,220.0,1,0.7,66,-1.57,-104,2014,4,10
CA-2012-133445,C0468,P0027,2014-10-05,2014-10-09,Standard Class,90.94,4,0.2,291,-0.05,-15,2014,4,10
CA-2012-151722,C0326,P0994,2014-10-05,2014-10-09,Standard Class,90.0,4,0.2,288,0.2,58,2014,4,10
CA-2012-168529,C0338,P0887,2014-10-08,2014-10-12,Standard Class,29.2,5,0.0,146,0.43,63,2014,4,10
CA-2012-125710,C0543,P0320,2014-10-08,2014-10-13,Standard Class,1.88,2,0.2,3,0.16,1,2014,4,10
CA-2012-131352,C0703,P0340,2014-10-08,2014-10-13,Standard Class,60.83,3,0.6,73,-0.98,-71,2014,4,10
CA-2012-129098,C0611,P0848,2014-10-09,2014-10-13,Standard Class,15.5,2,0.0,31,0.27,8,2014,4,10
CA-2012-141040,C0561,P0304,2014-10-09,2014-10-13,Second Class,158.0,4,0.0,632,0.48,303,2014,4,10
CA-2012-141040,C0561,P0564,2014-10-09,2014-10-13,Second Class,6.0,4,0.0,24,0.45,11,2014,4,10
CA-2012-124107,C0292,P1465,2014-10-09,2014-10-12,Second Class,124.0,5,0.0,620,0.18,112,2014,4,10
CA-2012-124107,C0292,P1507,2014-10-09,2014-10-12,Second Class,9.67,3,0.0,29,0.29,8,2014,4,10
CA-2012-124107,C0292,P0022,2014-10-09,2014-10-12,Second Class,8.29,7,0.0,58,0.47,27,2014,4,10
CA-2012-124107,C0292,P0189,2014-10-09,2014-10-12,Second Class,10.74,3,0.1,29,0.18,5,2014,4,10
CA-2012-162761,C0257,P0254,2014-10-09,2014-10-13,Standard Class,3.33,2,0.7,2,-0.7,-1,2014,4,10
CA-2012-162761,C0257,P0605,2014-10-09,2014-10-13,Standard Class,18.33,2,0.7,11,-0.77,-9,2014,4,10
CA-2012-162761,C0257,P1264,2014-10-09,2014-10-13,Standard Class,5.78,8,0.2,37,0.2,7,2014,4,10
CA-2012-124499,C0668,P1156,2014-10-09,2014-10-13,Standard Class,130.0,3,0.0,390,0.09,35,2014,4,10
CA-2012-124499,C0668,P0880,2014-10-09,2014-10-13,Standard Class,60.0,5,0.1,270,0.2,54,2014,4,10
CA-2012-109736,C0562,P1366,2014-10-10,2014-10-11,First Class,6.43,7,0.0,45,0.48,22,2014,4,10
CA-2012-134719,C0629,P0695,2014-10-10,2014-10-15,Standard Class,375.42,6,0.2,1802,-0.19,-338,2014,4,10
CA-2012-112522,C0548,P0192,2014-10-10,2014-10-17,Standard Class,3.33,3,0.2,8,0.13,1,2014,4,10
CA-2012-132388,C0550,P1083,2014-10-10,2014-10-12,First Class,150.83,3,0.2,362,-0.15,-54,2014,4,10
CA-2012-132388,C0550,P1477,2014-10-10,2014-10-12,First Class,10.33,3,0.0,31,0.48,15,2014,4,10
US-2012-108966,C0704,P1092,2014-10-11,2014-10-18,Standard Class,348.36,5,0.45,958,-0.4,-383,2014,4,10
US-2012-108966,C0704,P0050,2014-10-11,2014-10-18,Standard Class,13.75,2,0.2,22,0.11,3,2014,4,10
CA-2012-112053,C0490,P1107,2014-10-11,2014-10-13,Second Class,32.0,1,0.0,32,0.07,2,2014,4,10
CA-2012-102281,C0115,P1206,2014-10-12,2014-10-14,First Class,280.94,4,0.2,899,0.13,112,2014,4,10
CA-2012-102281,C0115,P0442,2014-10-12,2014-10-14,First Class,12.0,6,0.0,72,0.28,20,2014,4,10
CA-2012-102281,C0115,P0455,2014-10-12,2014-10-14,First Class,6.5,8,0.0,52,0.48,25,2014,4,10
CA-2012-102281,C0115,P1029,2014-10-12,2014-10-14,First Class,260.83,3,0.2,626,0.08,47,2014,4,10
CA-2012-102281,C0115,P0030,2014-10-12,2014-10-14,First Class,4.0,5,0.0,20,0.33,7,2014,4,10
CA-2012-159786,C0671,P0671,2014-10-12,2014-10-17,Second Class,350.0,1,0.4,210,-0.07,-14,2014,4,10
CA-2012-134747,C0393,P0081,2014-10-12,2014-10-17,Second Class,45.33,3,0.0,136,0.26,35,2014,4,10
CA-2012-134747,C0393,P0899,2014-10-12,2014-10-17,Second Class,6.5,2,0.0,13,0.45,6,2014,4,10
CA-2012-134747,C0393,P0988,2014-10-12,2014-10-17,Second Class,66.0,4,0.0,264,0.27,71,2014,4,10
